#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;x
# City of Wonders;;;;;;;;;;;;;;;
wonder_city_of_wonders;A Great City;City of Wonders;City of Wonders;;City of Wonders;;;;;;;;;;x
upgrade_cow_throne_fancy_desc;Some rulers are happy to settle for a simple metal chair. [Root.GetTitledFirstName] is not just any ruler.;;;;;;;;;;;;;;x
upgrade_cow_trap_door;Trap Door;;;;;;;;;;;;;;x
upgrade_cow_trap_door_desc;A wooden floor hatch, conveniently located right in front of the royal throne, sends a message to any belligerent visitor.;;;;;;;;;;;;;;x
upgrade_cow_royal_bedchamber;Royal Bedchamber;;;;;;;;;;;;;;x
upgrade_cow_royal_bedchamber_desc;An incredibly ostentatious bedroom, fit for nobility.;;;;;;;;;;;;;;x
upgrade_cow_skull_throne;Throne of Skulls;;;;;;;;;;;;;;x
upgrade_cow_skull_throne_desc;A throne made of skulls and bones, supported by a frame of iron.;;;;;;;;;;;;;;x
upgrade_cow_golden_throne;Golden Throne;;;;;;;;;;;;;;x
upgrade_cow_golden_throne_desc;A throne made entirely of gold, not even gilded, just completely gold. What a waste.;;;;;;;;;;;;;;x
upgrade_cow_automata_throne;Automata Throne;;;;;;;;;;;;;;x
upgrade_cow_automata_throne_desc;By some complex machinery this throne can raise itself up and down at will.;;;;;;;;;;;;;;x
upgrade_cow_torture_chamber;Torture Chamber;;;;;;;;;;;;;;x
upgrade_cow_torture_chamber_desc;Best not to ask too many questions, lest you end up here.;;;;;;;;;;;;;;x
upgrade_cow_brewery;Brewery;;;;;;;;;;;;;;x
upgrade_cow_brewery_desc;A brewery to create your own alcohol. While unlikely to turn a profit, it might make you popular.;;;;;;;;;;;;;;x
upgrade_cow_dueling_room;Dueling Room;;;;;;;;;;;;;;x
upgrade_cow_dueling_room_desc;A room dedicated to the practice of one-on-one combat.;;;;;;;;;;;;;;x
upgrade_cow_royal_custodian;Royal Custodian;;;;;;;;;;;;;;x
upgrade_cow_royal_custodian_desc;With nerves of steel and a will of iron the custodian maintains and develops the §YRoyal Palace§!.;;;;;;;;;;;;;;x
upgrade_cow_naval_spectacle;Naval Spectacle;;;;;;;;;;;;;;x
upgrade_cow_naval_spectacle_desc;A massive undertaking allowing the stage to be filled with water for mock naval battles.;;;;;;;;;;;;;;x
upgrade_cow_animal_cages;Animal Cages;;;;;;;;;;;;;;x
upgrade_cow_animal_cages_desc;Allows for battles with exotic beasts, imported from distant lands.;;;;;;;;;;;;;;x
upgrade_cow_hippodrome;Hippodrome;;;;;;;;;;;;;;x
upgrade_cow_hippodrome_desc;An attachment to the Amphitheater, for races.;;;;;;;;;;;;;;x
upgrade_cow_amphitheatron_byz;Amphitheatron;;;;;;;;;;;;;;x
upgrade_cow_amphitheatron_byz_desc;An epitome of popular culture, it serves to entertain with great spectacles, lowering the revolt risk.;;;;;;;;;;;;;;x
upgrade_cow_circus_maximus;Circus Maximus;;;;;;;;;;;;;;x
upgrade_cow_circus_maximus_desc;The Circus Maximus (Latin for greatest or largest circus) is an ancient Roman chariot-racing stadium and mass entertainment venue located in Roma. Situated in the valley between the Aventine and Palatine Hills, it was the first and largest stadium in ancient Rome and its later Empire. It measured 621 m (2,037 ft) in length and 118 m (387 ft) in width and could accommodate over 150,000 spectators. In its fully developed form, it became the model for circuses throughout the Roman Empire.;;;;;;;;;;;;;;x
upgrade_cow_training_academy;Training Academy;;;;;;;;;;;;;;x
upgrade_cow_training_academy_desc;An academy to train the fighters who fight in the amphitheater;;;;;;;;;;;;;;x
upgrade_cow_theater_stage;Theater Stage;;;;;;;;;;;;;;x
upgrade_cow_theater_stage_desc;A stage, specifically designed for dramatic readings of poetry and acting.;;;;;;;;;;;;;;x
upgrade_cow_master_of_the_games;Master of the Games;;;;;;;;;;;;;x;
upgrade_cow_master_of_the_games_desc;With a booming voice the Master of the Games can tease forth both cheers and tears, the whole §YAmphitheater§! is their stage and responsibility.;;;;;;;;;;;;;x;
upgrade_cow_fountains;Fountains;;;;;;;;;;;;;;x
upgrade_cow_fountains_desc;Beautiful fountains, attracting small birds, adding to the atmosphere.;;;;;;;;;;;;;;x
upgrade_cow_fountain_of_youth;Fountain of Youth;;;;;;;;;;;;;;x
upgrade_cow_fountain_of_youth_desc;There is an eerie sheen to the water in this well...;;;;;;;;;;;;;;x
upgrade_cow_hanging_gardens;Hanging Gardens;;;;;;;;;;;;;;x
upgrade_cow_hanging_gardens_desc;A marvelous terraced solution to one section of the garden.;;;;;;;;;;;;;;x
upgrade_cow_secluded_groves;Secluded Groves;;;;;;;;;;;;;;x
upgrade_cow_secluded_groves_desc;A place for hiding. Or romance.;;;;;;;;;;;;;;x
upgrade_cow_hidden_burial;Hidden Burial Spot;;;;;;;;;;;;;;x
upgrade_cow_hidden_burial_desc;The sweet smell of flowers and thick undergrowth can hide the darkest of secrets...;;;;;;;;;;;;;;x
upgrade_cow_poisonous_flowers;Poisonous Flowers;;;;;;;;;;;;;;x
upgrade_cow_poisonous_flowers_desc;Delightful, but deadly, the flowers in this garden carry some powerful properties.;;;;;;;;;;;;;;x
upgrade_cow_herb_garden;Herb Garden;;;;;;;;;;;;;;x
upgrade_cow_herb_garden_desc;A well-organized patch of land, showing the dedication of its carer.;;;;;;;;;;;;;;x
upgrade_cow_statues_garden;Garden Statues;;;;;;;;;;;;;;x
upgrade_cow_statues_garden_desc;These elegant statues depict people relaxing, presumably to inspire calm in anyone visiting the garden.;;;;;;;;;;;;;;x
upgrade_cow_vineyard;Vineyard;;;;;;;;;;;;;;x
upgrade_cow_vineyard_desc;A place to grow grapes and make them into wine.;;;;;;;;;;;;;;x
upgrade_cow_pet_graveyard;Pet Graveyard;;;;;;;;;;;;;;x
upgrade_cow_pet_graveyard_desc;A quiet and serene place for all pets to find eternal rest.;;;;;;;;;;;;;;x
upgrade_cow_collection_drama;Poetry and Drama Collection;;;;;;;;;;;;;;x
upgrade_cow_collection_drama_desc;These works reveal the human soul, the meaning of love, and the tragedy of life.;;;;;;;;;;;;;;x
upgrade_cow_collection_architecture;Architecture Collection;;;;;;;;;;;;;;x
upgrade_cow_collection_architecture_desc;The secrets of building great edifices, roads, and bridges are revealed in the classical works of Vitruvius and other recent authors.;;;;;;;;;;;;;;x
upgrade_cow_collection_math;Math and Philosophy Collection;;;;;;;;;;;;;;x
upgrade_cow_collection_math_desc;From the works of Plato, to the most recent treatises on mathematics.;;;;;;;;;;;;;;x
upgrade_cow_collection_history;History Collection;;;;;;;;;;;;;;x
upgrade_cow_collection_history_desc;Manuscripts recording the known history of modern civilization and warfare.;;;;;;;;;;;;;;x
upgrade_cow_collection_science;Natural Sciences Collection;;;;;;;;;;;;;;x
upgrade_cow_collection_science_desc;By reading what many others observed of the world and creatures that live in it we may gain precious knowledge. Is the world actually flat?;;;;;;;;;;;;;;x
upgrade_cow_scribe_room;Scribe Room;;;;;;;;;;;;;;x
upgrade_cow_scribe_room_desc;A room full of scribes, who receive works from all over the world and make copies of them.;;;;;;;;;;;;;;x
upgrade_cow_keeper_of_tomes;Keeper of the Tomes;;;;;;;;;;;;;;x
upgrade_cow_keeper_of_tomes_desc;From old ledgers covered in dust to newly minted pages – all written text needs someone to care for it.;;;;;;;;;;;;;;x
upgrade_cow_great_seminars;Great Seminars;;;;;;;;;;;;;;x
upgrade_cow_great_seminars_desc;A large hall where famous scholars can give public lectures, attracting many attendees.;;;;;;;;;;;;;;x
upgrade_cow_wing_of_diplomacy;Wing of Diplomacy;;;;;;;;;;;;;;x
upgrade_cow_wing_of_diplomacy_desc;The intricate arts of negotiation, rhetoric, and ultimately convincing others of where their best interests lie are taught and practiced here.;;;;;;;;;;;;;;x
upgrade_cow_wing_of_martial;Wing of Strategy;;;;;;;;;;;;;;x
upgrade_cow_wing_of_martial_desc;Here the classic works on history and ancient wars are taught and discussed, as well as old and new treatises on the art of warfare.;;;;;;;;;;;;;;x
upgrade_cow_wing_of_stewardship;Wing of Finance;;;;;;;;;;;;;;x
upgrade_cow_wing_of_stewardship_desc;The principles of accounting, finance, and economics are taught here.;;;;;;;;;;;;;;x
upgrade_cow_wing_of_intrigue;Wing of Secrets;;;;;;;;;;;;;;x
upgrade_cow_wing_of_intrigue_desc;From what plants to use for making deadly concoctions to the art of cipher, all that a budding spy needs to know is taught here.;;;;;;;;;;;;;;x
upgrade_cow_wing_of_learning;Wing of Theology;;;;;;;;;;;;;;x
upgrade_cow_wing_of_learning_desc;Here the foundations of logic and mathematics are taught, as well as physics, metaphysics, and the scriptures.;;;;;;;;;;;;;;x
upgrade_cow_guardian_of_knowledge;Guardian of Knowledge;;;;;;;;;;;;;;x
upgrade_cow_guardian_of_knowledge_desc;Responsible for everything inside the §YUniversity's§! walls, this title brings with it both gravitas and responsibility.;;;;;;;;;;;;;;x
upgrade_cow_statues_dead;Statues of the Dead;;;;;;;;;;;;;;x
upgrade_cow_statues_dead_desc;The long-gone relatives of [Root.GetTitledFirstName] can be found standing witness to the passing of time, in the dark corridors of the Mausoleum.;;;;;;;;;;;;;;x
upgrade_cow_eternal_flame;Eternal Flame;;;;;;;;;;;;;;x
upgrade_cow_eternal_flame_desc;The Eternal Flame is constantly tended, to ensure it never goes out.;;;;;;;;;;;;;;x
upgrade_cow_unmarked_tombs;Unmarked Tombs;;;;;;;;;;;;;;x
upgrade_cow_unmarked_tombs_desc;It is unclear who these tombs were made for, but rumor has it you can sometimes hear voices from within.;;;;;;;;;;;;;;x
upgrade_cow_quadriga_statue;Quadriga Statue;;;;;;;;;;;;;;x
upgrade_cow_quadriga_statue_desc;This statue depicts four horses pulling a chariot.;;;;;;;;;;;;;;x
upgrade_cow_keeper_of_the_dead;Keeper of the Dead;;;;;;;;;;;;;;x
upgrade_cow_keeper_of_the_dead_desc;Appointed as the one responsible for the eternal rest of the dead in the mausoleum is the Keeper of the Dead.;;;;;;;;;;;;;;x
upgrade_cow_horse_graveyard;Horse Graveyard;;;;;;;;;;;;;;x
upgrade_cow_horse_graveyard_desc;A dedicated place for your beloved horses to rest forever more.;;;;;;;;;;;;;;x
upgrade_cow_runestones;Rune Stones;;;;;;;;;;;;;;x
upgrade_cow_runestones_desc;In memory of beloved family members, the stones show intricate patterns and markings, inspiring deep respect for its craftsmen.;;;;;;;;;;;;;;x
upgrade_cow_stone_custodian;Custodian of the Stone;;;;;;;;;;;;;;x
upgrade_cow_stone_custodian_desc;Steady as a rock, and with immovable discipline, the custodian is responsible for the care of the stones.;;;;;;;;;;;;;;x
upgrade_cow_more_stones;More Stones;;;;;;;;;;;;;;x
upgrade_cow_more_stones_desc;The colossal monoliths of this construction already inspire both awe and admiration – imagine the impact of even more stones!;;;;;;;;;;;;;;x
upgrade_cow_extra_pyramids;Extra Pyramids;;;;;;;;;;;;;;x
upgrade_cow_extra_pyramids_desc;Outside of the main Pyramid two smaller, yet similar, monuments can be found. They are said to be resting place of the ones most dear to [Root.GetTitledFirstName].;;;;;;;;;;;;;;x
upgrade_cow_mythological_beast;[Root.GetMythologicalBeast];;;;;;;;;;;;;;x
upgrade_cow_mythological_beast_desc;Perhaps a monument to [Root.GetTitledName] [Root.GetHerselfHimself], the statue is mostly reminiscent of a famous beast.;;;;;;;;;;;;;;x
upgrade_cow_hidden_room;Hidden Room;;;;;;;;;;;;;;x
upgrade_cow_hidden_room_desc;These rooms do not appear to be a part of the original plans for the Great Pyramid...;;;;;;;;;;;;;;x
upgrade_cow_necropolis;Necropolis;;;;;;;;;;;;;;x
upgrade_cow_necropolis_desc;Within the Great Pyramid, surrounded by silence and the passing of time, there is a whole underground city for the dead.;;;;;;;;;;;;;;x
upgrade_cow_traps;Traps;;;;;;;;;;;;;;x
upgrade_cow_traps_desc;Considering the pyramid is a lot like a giant sign proclaiming where to find valuables, [Root.GetTitledFirstName] is rumored to have designed a number of intricate traps to scare off grave-robbers.;;;;;;;;;;;;;;x
upgrade_cow_lime_stone_casing;Lime Stone Casing;;;;;;;;;;;;;;x
upgrade_cow_lime_stone_casing_desc;The surface of this pyramid is exceptionally smooth, and when it reflects the sun, it sometimes looks like it is emitting a light of its own.;;;;;;;;;;;;;;x
upgrade_cow_overseer_of_rites;Overseer of the Rites;;;;;;;;;;;;;;x
upgrade_cow_overseer_of_rites_desc;Appointed as the one with ultimate authority over all rites executed within the pyramid's walls the Overseer of Rites carry both authority and responsibility upon their shoulders.;;;;;;;;;;;;;;x
upgrade_cow_street_lamps_cord;Masabih al-Shawarie fi Qurtuba;;;;;;;;;;;;;;x
upgrade_cow_street_lamps_cord_desc;Masabih al-Shawarie fi Qurtuba: Street Lamps, lights that drive back the darkness of night and make safe the citizens. It is truly a magical thing to see, metal oil lamps, hung by chain from homes and in public places. Each lamp encrusted with colored glass to add a touch of mysticism to the bright orange lights. No matter who you are, the lights of Cordoba will stir you to tears from their beauty alone.;;;;;;;;;;;;;;x
upgrade_cow_sewers_cord;al-Majari fi Qurtuba;;;;;;;;;;;;;;x
upgrade_cow_sewers_cord_desc;al-Majari fi Qurtuba: Sewers, are what makes Cordoba so clean. While most of the western world has forgotten the benefits of good hygine, we have not. With an extensive sewer complex that runs beneath the whole city, and fresh running water brought into the city via Roman Aquaducts, our people are kept clean, and free of sickness.;;;;;;;;;;;;;;x
