EVTTITLE_ATEOW_realm_event_99999;Zapadoslavia;;;;;;;;;x,,,,,,,,
EVTDESC_ATEOW_realm_event_99999;Legends say that at one time all Slavs where united as brothers, but the great disaster that befell our world tore us apart. Yugoslavia showed that hope of reunification was not lost, and like the Southern Slavs it was only a matter of time until the Western Slavs would find common ground and reunite.\n\nIt was [e_zapadoslavia.Holder.GetFirstNameWithNick] who finally brought the Western Slavs together under the banner of Zapadoslavia. Throughout the new realm, Poles, Czechs and Slovaks celebrate this momentous occasion.;;;;;;;;;x,,,,
nistr_end_good;The Empire is now Stable and Reinforced!;;;;;;;;;x,,,,,,,,
nistr_end_med;The Empire is now Stable!;;;;;;;;;x,,,,,,,,

gush_emunim;Gush Emunim Member;;;;;;;;;x,,,,,,,,
gush_emunim_desc;Meaning the "Bloc of the Believers", Gush Emunim aims to represent the interests of the clergy, the observants and fundamentalists. Gush Emunim, while being supportive of the Monarchy, voices its concerns on the way its heading and calls out for a reinvigoration of the faith and a reclamation of the Kingdom's past glories.;;;;;;;;;x,,,,,,,,
gush_hilonim;Gush Hilonim Member;;;;;;;;;x,,,,,,,,
gush_hilonim_desc;Meaning the "Bloc of the Seculars", Gush Hilonim aims to represent the interests of the prominent merchant class centered around the city of Tel Aviv as well as non-Jewish subjects. Gush Hilonim, while supporting the monarchy out of convenience, do it reluctantly as they believe that the monarchy of Jerusalem is eroding Tel Aviv's autonomy by increasing taxes on the merchant city and calls for a renewal of the city's economic autonomy by lowering taxes.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_3;As a newly appointed member of the Knesset you must choose a bloc to side with.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_3;I will choose the religiously minded Gush Emunim.;;;;;;;;;x,,,,,,,,
EVTOPTB_DRUK_3;I will choose the secular Gush Hilonim.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_4;You left the Knesset and as such must resign your bloc membership.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_4;I understand how it must be.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_9;As a newly appointed member of the Knesset you must choose a bloc to side with.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_9;I will choose the religiously minded Gush Emunim.;;;;;;;;;x,,,,,,,,
EVTOPTB_DRUK_9;I will choose the secular Gush Hilonim.;;;;;;;;;x,,,,,,,,
EVTOPTC_DRUK_9;I will choose the religiously minded Gush Emunim.;;;;;;;;;x,,,,,,,,
EVTOPTD_DRUK_9;I will choose the secular Gush Hilonim.;;;;;;;;;x,,,,,,,,

blue_tory;Blue Tory Member;;;;;;;;;x,,,,,,,
blue_tory_desc;This character is a member of the Blue Tory party.;;;;;;;;;x,,,,,,,
red_tory;Red Tory Member;;;;;;;;;x,,,,,,,
red_tory_desc;This character is a member of the Red Tory party.;;;;;;;;;x,,,,,,,
EVTDESC_DRUK_5;As a newly appointed member of the British Parliament you must choose a party to side with.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_5;I will choose the Diplomatically and Learning focused Red Tories.;;;;;;;;;x,,,,,,,,
EVTOPTB_DRUK_5;I will choose the Economically and Martial focused Blue Tories.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_6;You left the British parliament and as such must resign your party membership.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_6;I understand how it must be.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_10;As a newly appointed member of the British Parliament you must choose a party to side with.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_10;I will choose the Diplomatically and Learning focused Red Tories.;;;;;;;;;x,,,,,,,,
EVTOPTB_DRUK_10;I will choose the Economically and Martial focused Blue Tories.;;;;;;;;;x,,,,,,,,

optimates;Optimates Member;;;;;;;;;x,,,,,,,
optimates_desc;This character is a member of the patrician Optimates faction.;;;;;;;;;x,,,,,,,
populares;Populares Member;;;;;;;;;x,,,,,,,
populares_desc;This character is a member of the plebian Populares faction.;;;;;;;;;x,,,,,,,
EVTDESC_DRUK_7;As a newly appointed member of the Senate you must choose a faction to side with.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_7;I will choose the Martial and Learning focused Optimates.;;;;;;;;;x,,,,,,,,
EVTOPTB_DRUK_7;I will choose the Economically and Diplomatic focused Populares.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_8;You left the Senate and as such must resign your faction membership.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_8;I understand how it must be.;;;;;;;;;x,,,,,,,,

green_druk;Green Dragon Party Member;;;;;;;;;x,,,,,,,,
green_druk_desc;The Green Dragon party is the more economically and realm management focused of the four parties.;;;;;;;;;x,,,,,,,,
red_druk;Red Dragon Party Member;;;;;;;;;x,,,,,,,,
red_druk_desc;The Red Dragon party is the martial focused of the four parties.;;;;;;;;;x,,,,,,,,
blue_druk;Blue Dragon Party Member;;;;;;;;;x,,,,,,,,
blue_druk_desc;The Blue Dragon party is the more diplomacy focused of the four parties.;;;;;;;;;x,,,,,,,,
yellow_druk;Yellow Dragon Party Member;;;;;;;;;x,,,,,,,,
yellow_druk_desc;The Yellow Dragon party is the intellectual and technologically focused of the four parties.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_1;As a newly appointed member of the Rainbow Dragon Parliament you must choose a party to side with.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_1;I will choose the Diplomatically focused Blue Dragons.;;;;;;;;;x,,,,,,,,
EVTOPTB_DRUK_1;I will choose the Economically focused Green Dragons.;;;;;;;;;x,,,,,,,,
EVTOPTC_DRUK_1;I will join the Military focused Red Dragons.;;;;;;;;;x,,,,,,,,
EVTOPTD_DRUK_1;I will join the Intellectually focused Yellow Dragons.;;;;;;;;;x,,,,,,,,
EVTDESC_DRUK_2;You left the Rainbow parliament of Bhutan and as such must resign your party membership.;;;;;;;;;x,,,,,,,,
EVTOPTA_DRUK_2;I understand how it must be.;;;;;;;;;x,,,,,,,,

DEATH_LEFT_REDCOAT;left with the Redcoats westward;;;;;;;;;x,,,,,,,,
DEATH_LEFT_REDCOAT;Went to America: $DATE|Y$ at age $AGE|Y$;;;;;;;;;x,,,,,,,,

cleanup9000Desc;Strange Automatons emerged from a comet which crashed in [spawn_robot_province.GetName] and attacked [spawn_robot_target.GetBestName] for [spawn_robot_kingdom.GetName].;;;;;;;;;x,,,,,,,,
cleanup9000Title;Comet Sighted;;;;;;;;;x,,,,,,,,
cleanup9000OptA;Oh no...;;;;;;;;;x,,,,,,,,
cleanup9000OptB;Switch to Automatons.;;;;;;;;;x,,,,,,,,

EVTOPTEHF25818;Being young and fighting...;;;;;;;;;x,,,,,,,,
EVTOPTC_HFP_42307;I should go rags to riches!;;;;;;;;;x,,,,,,,,

andorra_fallen_bad;Andorra has Fallen....;;;;;;;;;x,,,,,,,,
andorra_fallen_good;Andorra has Fallen!;;;;;;;;;x,,,,,,,,
EVTNAME_ATV_9;Andorra has Finally Fallen;;;;;;;;;x,,,,,,,,
EVTDESC_ATV_9;After a protracted and deadly siege of the three primary monestary complexes in Andorra resistance has finally collapsed and the King-Bishop has been captured. It is unsure what will be done with the region now but scattered fighting will continue across the province for years. This is truly a dark day for Catholicism as a whole with the strongest of all the Catholic holdouts falling to aggressors.;;;;;;;;;x,,,,,,,,
ATV_9A;Dios lo quiere!;;;;;;;;;x,,,,,,,,
ATV_9B;Dios lo quiere!;;;;;;;;;x,,,,,,,,
ATV_9C;Allahu Akbar!;;;;;;;;;x,,,,,,,,
ATV_9D;Allahu Akbar!;;;;;;;;;x,,,,,,,,
ATV_9E;Allahu Akbar!;;;;;;;;;x,,,,,,,,
ATV_9F;Comme l'écrit l'auteur!;;;;;;;;;x,,,,,,,,
ATV_9G;Comme l'écrit l'auteur!;;;;;;;;;x,,,,,,,,
ATV_9H;The Queen's will!;;;;;;;;;x,,,,,,,,
ATV_9I;Glorious!;;;;;;;;;x,,,,,,,,
ATV_9J;The Queen's will!;;;;;;;;;x,,,,,,,,
ATV_9K;The King's will!;;;;;;;;;x,,,,,,,,
ATV_9L;A catastrophe for the faith!;;;;;;;;;x,,,,,,,,
ATV_9M;Thought they were impenetrable huh?;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_1;Acre Retaken!;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_1;The venerable fortress city of Acre used to be a principal part of the defensive line of the Kingdom of Israel. After falling to the Lebanese armies in 2533, the Kingdom of Israel was presumed to be on the edge of collapse after King Shmuel II was killed in battle trying to defend Acre. But the Kingdom of Israel, mounting a surprising comeback, has managed to reclaim the fortress city.;;;;;;;;;x,,,,,,,,
israelstuff_1A;Miracles really do happen!;;;;;;;;;x,,,,,,,,
israelstuff_1B;What???;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_2;The Shattered Star;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_2;Jerusalem, the longtime capital of the Kingdom of Israel, has finally fallen and with it, any confidence that still remained in the Davidic dynasty, who have relied on their power base of Jerusalem to enforce their rule on the rest of Israel. Already vassals are scheming to increase their own power in this new order and the future of the Levant seems uncertain.;;;;;;;;;x,,,,,,,,
israelstuff_2A;Oh no....;;;;;;;;;x,,,,,,,,
israelstuff_2B;Finally;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_3;A Crisis of Faith;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_3;The fall of Jerusalem has sent shockwaves across Israel and the Jewish world, many people question their very belief in the Messianic claim of the Davidic line and some believe that the Messiah has already arrived a long time ago. With all semblances of order collapsing, what will you choose to do?;;;;;;;;;x,,,,,,,,
israelstuff_3A;The Mikraists were right all along;;;;;;;;;x,,,,,,,,
israelstuff_3B;Maybe Jesus was the Messiah?;;;;;;;;;x,,,,,,,,
israelstuff_3C;I will follow the teachings of Muhammad;;;;;;;;;x,,,,,,,,
israelstuff_3D;I will stay true to my faith;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_4;A Crisis of Faith;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_4;Christianity has many competing branches, each following a different authority, who will you choose to follow?;;;;;;;;;x,,,,,,,,
israelstuff_4A;The Roman Catholic Church;;;;;;;;;x,,,,,,,,
israelstuff_4B;The Orthodox of the East;;;;;;;;;x,,,,,,,,
israelstuff_4C;The Syriac-Chaldeans of Lebanon;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_5;A Crisis of Faith;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_5;Islam has two main sects, which one will you choose to follow?;;;;;;;;;x,,,,,,,,
israelstuff_5A;Follow the Sunnah, Sunni Islam it is;;;;;;;;;x,,,,,,,,
israelstuff_5B;The Party of Ali makes some good points....;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_6;Choosing a Past Inspiration;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_6;There are generally five groups of ancient figures that the Jewish people revere, organized into 5 groups, I could join of these groups to improve one aspect of my life. This decision should not be taken lightly.;;;;;;;;;x,,,,,,,,
EVTOPTA_israelstuff6;I will forge alliances through well chosen words;;;;;;;;;x,,,,,,,,
EVTOPTB_israelstuff6;I will follow the entrepreneurship and pioneering spirit of Srulik;;;;;;;;;x,,,,,,,,
EVTOPTC_israelstuff6;I will study the scriptures and emerge as a wiser and better person;;;;;;;;;x,,,,,,,,
EVTOPTD_israelstuff6;I must seek an inspiration that focuses on power;;;;;;;;;x,,,,,,,,

EVTNAME_israelstuff_7;Choosing a Past Inspiration;;;;;;;;;x,,,,,,,,
EVTDESC_israelstuff_7;There are generally five groups of ancient figures that the Jewish people revere, organized into 5 groups, I could join of these groups to improve one aspect of my life. This decision should not be taken lightly.;;;;;;;;;x,,,,,,,,
EVTOPTA_israelstuff7;I will fight for the Jewish people through force of arms;;;;;;;;;x,,,,,,,,
EVTOPTB_israelstuff7;I will work from behind the scenes to rise to the top;;;;;;;;;x,,,,,,,,
EVTOPTC_israelstuff7;I must seek an inspiration that focuses on the self;;;;;;;;;x,,,,,,,,

EVTNAME_maaravi_1;Choosing a Sect;;;;;;;;;x,,,,,,,,
EVTDESC_maaravi_1;Ma'aravi Judaism has many sects with differing conventions and orthodoxies. You can choose to identify with any of those sects;;;;;;;;;x,,,,,,,,
EVTOPTA_maaravi1;I will follow the middle path and become Orthodox.;;;;;;;;;x,,,,,,,,
EVTOPTB_maaravi1;I will focus on nourishing my faith and become Rabbinical.;;;;;;;;;x,,,,,,,,
EVTOPTC_maaravi1;I must adapt to a changing world and embrace Reform.;;;;;;;;;x,,,,,,,,

EVTNAME_maaravi_3;Choosing a Sect;;;;;;;;;x,,,,,,,,
EVTDESC_maaravi_3;Hasidic Judaism has many sects with differing teachings and philosophies. You can choose to identify with any of those sects;;;;;;;;;x,,,,,,,,
EVTOPTA_maaravi3;Always wear a smile. The gift of life will then be yours to give.;;;;;;;;;x,,,,,,,,
EVTOPTB_maaravi3;The mind rules the heart.;;;;;;;;;x,,,,,,,,
EVTOPTC_maaravi3;All that is new is forbidden by the Torah.;;;;;;;;;x,,,,,,,,

EVTNAME_zarist_300;Choosing a Cult;;;;;;;;;x,,,,,,,,
EVTDESC_zarist_300;Zarists around Russia tend to venerate one or a group of Tzars, these groups or Cults as they are called are very numerous, but there are the five biggest cults that you can choose to join. This decision should not be taken lightly.;;;;;;;;;x,,,,,,,,
EVTOPTA_zarist_300;I will avenge Tzar Nikolai and destroy the Stalinist scourge!;;;;;;;;;x,,,,,,,,
EVTOPTB_zarist_300;I will follow the path of Saint Olga of Kiev.;;;;;;;;;x,,,,,,,,
EVTOPTC_zarist_300;I will found a great Russia through the path of Tzar Ivan!;;;;;;;;;x,,,,,,,,
EVTOPTD_zarist_300;I wanna see more Cults.;;;;;;;;;x,,,,,,,,

EVTNAME_zarist_301;Choosing a Cult;;;;;;;;;x,,,,,,,,
EVTDESC_zarist_301;Zarists around Russia tend to venerate one or a group of Tzars, these groups or Cults as they are called are very numerous, but there are the five biggest cults that you can choose to join. This decision should not be taken lightly.;;;;;;;;;x,,,,,,,,
EVTOPTA_zarist_301;I will venerate the many Minor Saints.;;;;;;;;;x,,,,,,,,
EVTOPTB_zarist_301;I must not put one Tzar over the other.;;;;;;;;;x,,,,,,,,
EVTOPTC_zarist_301;Go back to the previous list.;;;;;;;;;x,,,,,,,,

EVTNAME_ATEOW_mao_event.1;Eastern Radiance;;;;;;;;;x,,,,,,,,
EVTDESC_ATEOW_mao_event.1;Even after the chaos following the Event, China managed to remain a powerful region even if divided. Now under the flag of the Heavenly Jade Chairman, the forces of the western frontier have been granted the Heavenly Mandate of the West, subservient to the supreme Mandate of Heaven, but still significant in its own right. Now the forces of China begin their plans to spread their influence through the rest of Asia, and eventually the world.;;;;;;;;;x,,,,,,,,
ATEOW_mao_event.1A;The Chairman shall return!;;;;;;;;;x,,,,,,,,
ATEOW_mao_event.1B;Is China returning?;;;;;;;;;x,,,,,,,,

EVTNAME_vagarna_1;Choosing a Branch;;;;;;;;;x,,,,,,,,
EVTDESC_vagarna_1;There are four main branches of the Vagarna faith, I can choose to be part of one of them. This isn't a decision to be taken lightly.;;;;;;;;;x,,,,,,,,
EVTOPTA_vagarnastuff1;I will be a kind person and follow the Old Lore.;;;;;;;;;x,,,,,,,,
EVTOPTB_vagarnastuff2;I will defend the faith and follow the Heroic Tales.;;;;;;;;;x,,,,,,,,
EVTOPTC_vagarnastuff3;I will work to maintain the tales and become a Talekeeper.;;;;;;;;;x,,,,,,,,
EVTOPTC_vagarnastuff4;I will become a good ruler by studying the Treaties of State.;;;;;;;;;x,,,,,,,,

EVTNAME_jadidist_1;Choose a sympathy;;;;;;;;;x,,,,,,,,
EVTDESC_jadidist_1;The Jadidist faith can sympathize and syncretise with many faiths across Russia due to its unique position, you can choose what religion to sympathize with.;;;;;;;;;x,,,,,,,,
EVTOPTA_jadidist1;Both us and the Christians follow the one true God.;;;;;;;;;x,,,,,,,,
EVTOPTB_jadidist1;Maybe the cultists are on to something?.;;;;;;;;;x,,,,,,,,
EVTOPTC_jadidist1;We share a lot of ideas with the spiritualist pagans...;;;;;;;;;x,,,,,,,,

EVTNAME_america_26;Study American Philosophy;;;;;;;;;x,,,,,,,,
EVTDESC_america_26;Choose to study one of the leading American philosophies for the few coming years. Each philosophy will aid us in an aspect of realm management.;;;;;;;;;x,,,,,,,,
EVTOPTA_america26;The art of pragmatic management will guide my judgement.;;;;;;;;;x,,,,,,,,
EVTOPTB_america26;Our enemies will fall, by jingo!.;;;;;;;;;x,,,,,,,,
EVTOPTC_america26;The inherent purity of humanity and nature is true and must be defended.;;;;;;;;;x,,,,,,,,
EVTOPTD_america26;I will study the ideals of the Founding Fathers.;;;;;;;;;x,,,,,,,,

EVTOPTA_324;To Arms!;;;;;;;;;x,,,,,,,,

EVTDESC_ETH_2000;You have decided to organize a tiger hunt. You will invite your vassals to enjoy this occasion with you.;;;;;;;;x
EVTOPTA_ETH_2000;Send riders with the invitations.;;;;;;;;x
EVTTOOLTIP1_ETH_2000;Invitation is sent.;;;;;;;;x
EVTDESC_ETH_2001;Dear vassal,\n\nI am organizing a great tiger hunt for all my vassals, and hereby invite you to attend.\n\n[From.GetFullName];;;;;;;;;x
EVTOPTA_ETH_2001;A tiger hunt! Of course I will go.;;;;;;;;x
EVTOPTB_ETH_2001;I have no time for sport.;;;;;;;;x
EVTDESC_ETH_2002;My liege,\n\nYour wisdom and generosity is overwhelming. I will gladly come to the tiger hunt.\n\n[From.GetFullName];;;;;;;;x
EVTOPTA_ETH_2002;Excellent.;;;;;;;;x
EVTDESC_ETH_2003;My liege,\n\nUnfortunately, I have pressing business that forces me to decline your invitation to the tiger hunt.\n\n[From.GetFullName];;;;;;;;x
EVTOPTA_ETH_2003;'Pressing business', eh?;;;;;;;;x
EVTDESC_ETH_2019;You have arrived at the hunting camp. Retainers are available to see to your every need, and soldiers will be useful both for guarding the camp and for flushing out any tigers. This should be a fine day!;;;;;;;;x
EVTOPTA_ETH_2019;I can't wait!;;;;;;;;x
EVTDESC_ETH_2020;The hunters and their respective entourages have gathered at the hunting camp. Retainers are available to see to your every need, and soldiers will be useful both for guarding the camp and for flushing out any tigers. This should be a fine day!;;;;;;;;x
EVTOPTA_ETH_2020;I can't wait!;;;;;;;;x
EVTDESC_ETH_2501;A most successful hunt! A slain tiger means luck for the realm and everyone heads for home with new optimism.;;;;;;;;x
EVTOPTA_ETH_2501;Rejoice!;;;;;;;;x
EVTDESC_ETH_2502;A failed hunt! No tigers were slain, and this is an ill omen for the realm. You vow to return and have better luck next time.;;;;;;;;x
EVTOPTA_ETH_2502;Unfortunate.;;;;;;;;x
EVTDESC_ETH_2100;The social life at the camp is an important part of the tiger hunt. Late at night, after many cups of wine, you sit and talk into the small hours. You are having a good time, and it seems you have made a new friend.;;;;;;;;x
EVTOPTA_ETH_2100;Good times!;;;;;;;;x
EVTDESC_ETH_2102;The social life at the camp is an important part of the tiger hunt. Late at night, after many cups of wine, you sit and talk into the small hours. But misunderstandings occur so easily among the inebriated...;;;;;;;;;x
EVTOPTA_ETH_2102;I hate you!;;;;;;;;x
EVTDESC_ETH_2104;Evening pastimes during the tiger hunt include playing at cards. A group has gathered to play and you join them. Of course, the game is only interesting if you play for gold and silver - but how much will you bet?;;;;;;;;x
EVTOPTA_ETH_2104;Play with high stakes.;;;;;;;;x
EVTOPTB_ETH_2104;Play with low stakes.;;;;;;;;x
EVTDESC_ETH_2105;The card game didn't go very well, and you lost a significant amount of money.;;;;;;;;x
EVTOPTA_ETH_2105;I knew I shouldn't have played!;;;;;;;;x
EVTDESC_ETH_2106;You had mixed fortunes at the card game, and in the end your wins and losses balanced out.;;;;;;;;x
EVTOPTA_ETH_2106;Oh well.;;;;;;;;x
EVTDESC_ETH_2107;You had an excellent run at the card game, and won a significant amount of money.;;;;;;;;x
EVTOPTA_ETH_2107;I'm good at this!;;;;;;;;x
EVTDESC_ETH_2111;The hunting party moves through the forest. You are hoping luck will find you a tiger to kill. Suddenly, there is a movement in the underbrush... and a large tiger springs out, roaring fiercely! It attacks the hunting party, but soldiers immediately move to attack it and they manage to kill it with their spears.;;;;;;;;x
EVTOPTA_ETH_2111;Phew, that was close!;;;;;;;;x
EVTDESC_ETH_2112;The hunting party moves through the forest. You are hoping luck will find you a tiger to kill. Suddenly, there is a movement in the underbrush... and a large tiger springs out, roaring fiercely! It attacks the hunting party, striking at one of the servants, ripping him to shreds before disappearing again into the forest.;;;;;;;;x
EVTOPTA_ETH_2112;No!;;;;;;;;x
EVTDESC_ETH_2113;The hunting party moves through the forest. You are hoping luck will find you a tiger to kill. Suddenly, there is a movement in the underbrush... and a large tiger springs out, roaring fiercely! It attacks the hunting party, striking at one of the hunters, ripping and tearing flesh before disappearing again into the forest.;;;;;;;;x
EVTDESC_ETH_2120;Several forward scouts come running back to the main hunting party. In excited whispers, they inform you that a large tiger has been spotted ahead.;;;;;;;;;x
EVTOPTA_ETH_2120;Hand me my spear, and stand back. I will kill it myself.;;;;;;;;x
EVTOPTB_ETH_2120;Bring the soldiers forward, let's corner it and kill it.;;;;;;;;x
EVTDESC_ETH_2121;Stepping forward, you watch the tiger closely, weighing your spear in your hand and waiting for the right moment to strike. The tiger prowls towards you, slowly. Then suddenly, it leaps towards you! You sidestep and stab with your spear, sinking it deeply into its flank.;;;;;;;;x
EVTOPTA_ETH_2121;I killed the tiger!;;;;;;;;x
EVTDESC_ETH_2122;Stepping forward, you watch the tiger closely, weighing your spear in your hand and waiting for the right moment to strike. The tiger prowls towards you, slowly. Then suddenly, the huge beast stops, looking nervous. It turns and runs into the vegetation before you can throw your spear.;;;;;;;;x
EVTOPTA_ETH_2122;I failed to kill the tiger!;;;;;;;;x
EVTDESC_ETH_2123;Stepping forward, you watch the tiger closely, weighing your spear in your hand and waiting for the right moment to strike. Then suddenly, the tiger leaps towards you! Surprised, you stumble backwards as it starts to tear at you with claws and teeth. Your soldiers run in, stabbing at the beast, and it decides to retreat, disappearing into the vegetation.;;;;;;;;x
EVTOPTA_ETH_2123;I have been grievously wounded!;;;;;;;;x
EVTDESC_ETH_2124;The hunting party edges forward, encircling the area and closing on the tiger. The beast discovers the trap too late and tries to run, but the hunters close in from all sides, stabbing with their spears. The tiger roars wildly as its life's blood spills over the ground.;;;;;;;;x
EVTOPTA_ETH_2124;We killed the tiger!;;;;;;;;x
EVTDESC_ETH_2125;The hunting party edges forward, encircling the area and closing on the tiger. The beast, however, smells the trap and turns and flees into the vegetation. Several soldiers run after it but return shortly after to report that the animal is gone.;;;;;;;;x
EVTOPTA_ETH_2125;No luck today, it seems.;;;;;;;;x
EVTTOOLTIP1_ETH_2001;Reply is sent to [From.GetFullName];Réponse envoyée à [From.GetFullName];Antwort wird gesendet an [From.GetFullName];;Respuesta enviada a [From.GetFullName];;;;;;;;;x


EVTDESCATV.25;You're walking in the woods near your castle, you become rather lost and suddenly realise you've ended up in the deadlands, you must be careful or else you may disappear like others before.;;;;;;;;x
EVTOPTAATV.25;I made it out safely and found an ancient clock!;;;;;;;;x
EVTOPTBATV.25;Was that a click?;;;;;;;;x
custom_boom_region;Boom Region;;;;;;;;x

EVTNAME_cleanup.19;Choosing a denomination;;;;;;;;;x,,,,,,,,
EVTDESC_cleanup.19;There are 3 denominations to which a anglican can adhere to each handling the faith in different ways.;;;;;;;;;x,,,,,,,,
EVTOPTA_cleanup.19;I will choose the high anglican denomination.;;;;;;;;;x,,,,,,,,
EVTOPTB_cleanup.19;I will follow the broad church anglican denomination;;;;;;;;;x,,,,,,,,
EVTOPTC_cleanup.19;I will follow the low church anglican denomination;;;;;;;;;x,,,,,,,,
