province;red;green;blue;x;x
2486;224;247;78;Badulla;x
2487;222;107;49;Trincomalee;x
2488;22;54;171;Almalyk;x
2489;12;255;27;Batken;x
2490;247;255;0;Kiel Canal;x
2491;112;225;18;Athos;x
2492;147;65;152;Elba;x
2493;127;119;206;Aeolian Islands;x
2494;107;158;218;Dzhankoi;x
2495;222;157;58;Leitrim;x
2496;197;64;56;Derry;x
2497;46;220;88;Down;x
2498;191;75;115;Sakaka;x
2499;230;127;237;Duhok;x
2500;225;26;56;Bal'ama;x
2501;23;137;124;Punakha;x
2502;50;137;13;Zhemgang;x
2503;138;65;42;Arcadia;x
2504;197;107;187;Rethymnon;x
2505;100;207;162;Lassithi;x
2506;176;229;69;Larnaca;x
2507;197;0;128;Laghouat;x
2508;0;228;244;Nordlingen;x
2509;53;151;207;Haifa;x
2510;142;240;26;Jezreel;x
2511;50;249;146;Al Balqa;x
2512;255;246;0;The Pyrenees;x
2513;17;255;60;Ydreoer;x
2514;71;202;255;Dogger Sea;x
2515;124;69;76;Lakshadweep;x
2516;93;169;133;Masirah;x
2517;127;255;221;Doggerland Coast;x
2518;25;124;255;Doggerland Coast;x
2519;154;117;123;Kish;x
2520;68;122;148;Farasan;x
2521;94;19;193;The Apennines;x
2522;1;39;215;Malakand;x
2523;255;68;127;Gegyaiii;x
2524;106;44;191;Saidnaya;x
2525;195;31;57;al-Qusayr;x
2526;255;93;37;Akhty;x
2527;132;90;198;Khunzakh;x
2528;169;102;39;Upper Chechnya;x
2529;167;216;205;Mozdok;x
2530;126;43;74;Balkaria;x
2531;84;225;151;Circassia;x
2532;165;67;69;Volga;x
2533;28;169;190;Guernsey;x
2534;188;43;113;Sark;x
2535;186;53;182;Aulderney;x
2536;255;189;38;Kagatuzicun;x
2537;255;84;220;Qiahaxiang;x
2538;95;255;84;Aqiangxiang;x
2539;92;78;132;Palakkad;x
2540;130;66;132;Idukki;x
2541;29;153;41;Kanniyakumari;x
2542;140;205;226;Coimbatore;x
2543;224;170;191;Virudhunagar;x
2544;221;185;135;Ariyalu;x
2545;159;236;198;Cuddalore;x
2546;188;142;83;Raigad;x
2547;180;224;22;Valsad;x
2548;82;221;133;Narmada;x
2549;239;62;19;Alirajpur;x
2550;101;136;163;Barwani;x
2551;55;124;75;Garganagar;x
2552;43;31;97;Khargone;x
2553;83;96;69;Rajgarh;x
2554;200;181;255;Thar Desert;x
2555;244;255;35;Iranian Deserts;x
2556;195;255;99;Thar Desert;x
2557;102;255;206;Esztergom Real;x
2558;255;140;205;Zuiderzee;x
2559;166;112;255;New York;x
2560;136;255;0;Rio De Janeiro;x
2561;157;140;226;The Alps;x
2562;255;168;184;The Alps;x
2563;226;199;179;The Alps;x
2564;226;99;182;Banat;x
2565;222;226;165;The Alps;x
2566;46;193;93;Uman;x
2567;70;191;185;The Alps;x
2568;51;191;156;Orense;x
2569;191;65;67;Alto Aragon;x
2570;139;158;191;Hanko;x
2571;255;209;102;Derien;x
2572;175;130;24;Novoukrainka;x
2573;199;140;255;Stockholm;x
2574;193;169;216;The Alps;x
2575;199;140;136;Nyzhni Sirohozy;x
2576;23;181;9;Gounzoureye;x
2577;89;114;183;Vaasa;x
2578;16;105;6;Mures;x
2579;42;57;99;Sibiu;x
2580;86;151;158;The Alps;x
2581;135;255;243;The Alps;x
2582;224;118;224;Isar;x
2583;173;38;173;Lofoten;x
2584;173;102;173;Tsakonia;x
2585;178;255;232;Giessen;x
2586;181;255;221;Toledo;x
2587;206;255;212;Krasnohvardiiske;x
2588;198;188;0;The Keel;x
2589;173;164;0;Egyptian Desert;x
2590;135;126;0;Ararat;x
2591;101;0;128;The Madonies;x
2592;40;0;96;Steigerwald;x
2593;57;17;114;The Apennines;x
2594;118;35;234;Saale;x
2595;207;216;30;Iranian Deserts;x
2596;207;198;30;Iranian Deserts;x
2597;73;116;209;Ganges;x
2598;0;209;146;Ganges;x
2599;81;58;78;Ganges;x
2600;204;108;130;Khulna;x
2601;26;105;109;Dahlak;x
2602;43;112;109;Karpathos;x
2603;128;64;121;Gavdos;x
2604;41;63;115;Lampedusa;x
2605;178;89;128;Linosa;x
2606;27;70;90;Ischia;x
2607;63;110;38;Kerkennah;x
2608;105;61;35;Achill;x
2609;109;96;146;Hormozgan;x
2610;181;154;36;Alghero;x
2611;211;22;12;Lochaber;x
2612;98;116;159;Anjaw;x
2613;28;131;98;Kameng;x
2614;74;130;167;Sonitpur;x
2615;111;165;96;Garo;x
2616;105;131;117;Kisa;x
2617;104;72;141;Sahebganj;x
2618;157;97;53;Deoghar;x
2619;59;86;107;Latehar;x
2620;169;97;119;Garhwa;x
2621;95;48;114;Chandpur;x
2622;150;145;102;Bandarban;x
2623;108;99;22;Rangamati;x
2624;75;134;114;Sundargarh;x
2625;83;102;151;Subarnapur;x
2626;75;140;88;Rayagada;x
2627;106;84;154;Koraput;x
2628;160;176;91;Bilaspur;x
2629;84;119;74;Kurnool;x
2630;99;133;197;Chikkalballapura;x
2631;114;157;176;Kodagu;x
2632;69;124;43;Gadag;x
2633;125;77;128;Pune;x
2634;95;82;165;Yavatmal;x
2635;118;123;161;Akola;x
2636;83;157;145;Hoshangabad;x
2637;173;103;91;Sagar;x
2638;145;67;151;Guna;x
2639;97;72;114;Nagaur;x
2640;106;117;162;Jhunjhunun;x
2641;56;37;129;Fatehabad;x
2642;168;106;180;Bushehr;x
2643;173;94;106;Darab;x
2644;63;152;108;Anbarabad;x
2645;89;158;169;Rafsanjan;x
2646;113;71;109;Ardestan;x
2647;193;139;116;Kashan;x
2648;83;145;127;Sabzevar;x
2649;91;126;189;Lakki Marwat;x
2650;127;51;78;Lake Tana;x
2651;50;36;244;The Caucasus;x
2652;97;37;232;Vaucluse;x
2653;100;37;244;Arcachon;x
2654;113;37;236;Tarn;x
2655;52;35;244;Volos;x
2656;31;35;240;Agadir;x
2657;11;34;240;Chefchaouen;x
2658;114;34;244;Taroudant;x
2659;93;34;240;Taourirt;x
2660;75;34;248;Tizi Ouzou;x
2661;84;34;244;Souk Ahras;x
2662;67;34;236;Makhachkala;x
2663;40;33;248;Ingushetia;x
2664;6;33;232;Cherkessk;x
2665;124;33;236;Yustin;x
2666;100;33;240;Volgodonsk;x
2667;86;33;244;Taranto;x
2668;76;33;244;Latina;x
2669;65;32;240;Vorona;x
2670;55;32;240;Cheboksary;x
2671;48;32;232;Yamburg;x
2672;31;32;244;Podporozhsky;x
2673;23;32;232;Grodno;x
2674;1;32;244;Hiiu;x
2675;120;32;232;Syamzha;x
2676;99;31;248;Nelidovo;x
2677;86;31;236;Volokolamsk;x
2678;71;31;236;Ufa;x
2679;60;31;232;Sernur;x
2680;33;31;244;Semnan;x
2681;18;31;244;Nain;x
2682;126;30;248;Fasa;x
2683;99;30;240;Khorramabad;x
2684;78;30;236;Tian Shan;x
2685;68;30;236;Kunlun;x
2686;178;62;8;Borsyk;x
2687;191;67;9;Betpaqdala;x
2688;204;71;10;Moiynqum;x
2689;216;76;10;Aral Qaraqum;x
2690;84;29;232;DUMMYPROV;x
2691;34;158;96;Lamphun;x
2692;35;31;145;Chiang Rai;x
2693;71;0;51;Yuam;x
2694;188;160;255;Mae Hong Son;x
2695;100;33;145;Pai;x
2696;165;16;116;Takeo;x
2697;135;13;25;Phnom Penh;x
2698;255;81;24;Prey Veng;x
2699;209;128;82;Phu Quoc;x
2700;107;10;155;Kampot;x
2701;135;13;93;Preah Sihanouk;x
2702;88;9;153;Pursat;x
2703;51;36;122;Battambang;x
2704;47;143;181;Banteay Meanchey;x
2705;33;27;107;Siem Reap;x
2706;15;102;89;Oddar Meanchey;x
2707;18;82;93;Preah Vihear;x
2708;61;6;107;Kampong Speu;x
2709;11;74;99;Kampong Chnang;x
2710;18;118;158;Kampong Thom;x
2711;30;191;255;Kampong Cham;x
2712;255;58;132;Tboung Khmum;x
2713;188;198;39;Kratie;x
2714;219;226;86;Mondulkiri;x
2715;118;124;24;Steung Treng;x
2716;114;85;20;Ratanakiri;x
2717;255;186;251;Taipei;x
2718;163;198;255;Hsinchu;x
2719;255;114;149;Magong;x
2720;209;232;255;Taichung;x
2721;255;107;119;Heping;x
2722;244;183;255;Miaoli;x
2723;217;255;216;Kaohsiung;x
2724;127;255;238;Tainan;x
2725;127;255;78;Shanlin;x
2726;255;223;119;Yilan;x
2727;255;135;135;Hualien;x
2728;255;188;188;Taitung;x
2729;235;255;158;Pingtung;x
2730;209;55;39;Yakushima;x
2731;209;132;85;Kagoshima;x
2732;142;48;64;Miyazaki;x
2733;142;84;116;Kumamoto;x
2734;76;0;42;Oita;x
2735;76;14;69;Fukuoka;x
2736;42;8;84;Saga;x
2737;42;8;190;Nagasaki;x
2738;193;0;167;Hirado;x
2739;209;55;140;Shinkamigoto;x
2740;127;146;255;Kochi;x
2741;123;153;33;Ehime;x
2742;70;153;61;Takamatsu;x
2743;123;153;120;Tokushima;x
2744;167;255;158;Sumoto;x
2745;193;0;128;Nagato;x
2746;193;0;182;Shunan;x
2747;69;84;173;Hamada;x
2748;109;228;70;Hiroshima;x
2749;109;228;221;Mihara;x
2750;255;147;255;Fukuyama;x
2751;255;105;198;Okayama;x
2752;43;160;30;Okinoshima;x
2753;20;43;170;Matsue;x
2754;193;42;70;Kurayoshi;x
2755;255;101;128;Tottori;x
2756;255;143;62;Himeji;x
2757;255;155;128;Kobe;x
2758;0;13;86;Fukuchiyama;x
2759;0;22;150;Miyazu;x
2760;105;182;55;Osaka;x
2761;188;159;28;Tanabe;x
2762;188;182;28;Owase;x
2763;186;182;122;Matsusaka;x
2764;105;182;182;Kyoto;x
2765;56;58;66;Shiga;x
2766;105;182;122;Iga;x
2767;89;183;96;Tsuruga;x
2768;183;123;123;Fukui;x
2769;255;226;102;Ono;x
2770;158;129;0;Nagoya;x
2771;255;243;193;Minokamo;x
2772;175;159;87;Toyohashi;x
2773;81;45;45;Shitara;x
2774;96;79;0;Hamamatsu;x
2775;9;205;55;Shizuoka;x
2776;9;0;119;Numazu;x
2777;135;183;211;Yokohama;x
2778;60;18;153;Tokyo;x
2779;176;60;196;Nanao;x
2780;130;71;41;Toyama;x
2781;183;123;178;Kanazawa;x
2782;178;211;139;Nanto;x
2783;198;119;103;Hokuto;x
2784;175;91;146;Saku;x
2785;68;76;38;Chichibu;x
2786;198;74;99;Karuizawa;x
2787;252;124;89;Oshima;x
2788;135;183;140;Tateyama;x
2789;135;101;232;Chiba;x
2790;60;85;196;Sado;x
2791;175;201;55;Nagaoka;x
2792;170;149;112;Niigata;x
2793;73;160;117;Aizuwakamatsu;x
2794;175;167;76;Shibata;x
2795;170;255;210;Hitachi;x
2796;68;122;73;Nasushiobara;x
2797;247;255;38;Iwaki;x
2798;255;160;102;Fukushima;x
2799;255;160;182;Sendai;x
2800;112;38;128;Kesennuma;x
2801;66;86;67;Morioka;x
2802;175;45;76;Murakami;x
2803;175;120;128;Sakata;x
2804;175;120;236;Oga;x
2805;175;58;167;Aomori;x
2806;51;86;224;Hakodate;x
2807;57;96;50;Kutchan;x
2808;127;193;164;Muroran;x
2809;91;128;66;Sapporo;x
2810;130;52;0;Erimo;x
2811;145;93;34;Obihiro;x
2812;35;20;91;Kushiro;x
2813;130;52;143;Nemuro;x
2814;130;52;78;Mombetsu;x
2815;0;26;130;Asahikawa;x
2816;91;37;96;Wakkanai;x
2817;91;128;159;Rumoi;x
2818;215;255;198;Furano;x
2819;226;207;207;An Giang;x
2820;255;192;211;Ca Mau;x
2821;253;140;174;Bac Lieu;x
2822;255;226;204;My Thuan;x
2823;62;0;159;Soc Trang;x
2824;250;117;86;Can Tho;x
2825;42;159;143;Ho Chi Minh;x
2826;105;74;64;Tra Vinh;x
2827;203;212;56;Vinh Long;x
2828;39;93;133;Dong Thap;x
2829;188;181;133;Ben Tre;x
2830;100;82;34;Tien Giang;x
2831;42;191;0;Long An;x
2832;0;173;191;Tay Ninh;x
2833;233;255;191;Binh Duong;x
2834;160;34;76;Dong Nai;x
2835;92;155;126;Binh Phuoc;x
2836;162;112;135;Ba Ria;x
2837;97;97;88;Binh Thuan;x
2838;150;176;62;Lam Dong;x
2839;255;148;0;Dak Nong;x
2840;210;255;96;Ninh Thuan;x
2841;0;255;90;Kanh Hoa;x
2842;63;168;119;Dak Lak;x
2843;216;226;175;Phu Yen;x
2844;206;0;255;Gia Lai;x
2845;96;71;0;Binh Dinh;x
2846;0;0;127;Quang Ngai;x
2847;57;168;103;Quang Nam;x
2848;222;117;168;Hoa Vang;x
2849;0;132;223;Thura Thien Hue;x
2850;223;14;0;Quang Tri;x
2851;127;255;87;Quang Binh;x
2852;255;215;159;Ha Tinh;x
2853;112;139;183;Nghe An;x
2854;255;87;76;Thanh Hoa;x
2855;159;0;124;Son La;x
2856;32;185;255;Hoa Binh;x
2857;255;205;62;Kim Son;x
2858;60;106;156;Nho Quan;x
2859;17;43;142;Thai Binh;x
2860;255;74;0;Ha Noi;x
2861;168;12;181;Phu Tho;x
2862;119;191;86;Yen Bai;x
2863;0;127;82;Lao Cai;x
2864;191;55;0;Lai Chau;x
2865;255;169;64;Dien Bien;x
2866;196;236;99;Hai Duong;x
2867;43;73;213;Quang Ninh;x
2868;255;34;213;Bac Giang;x
2869;255;183;96;Thai Nguyen;x
2870;255;32;67;Tuyen Quang;x
2871;64;255;243;Bac Kam;x
2872;196;49;83;Lang Son;x
2873;255;177;127;Cao Bang;x
2874;101;0;223;Ha Giang;x
2875;114;37;102;Dao Tra Ban;x
2876;231;40;75;Jindo;x
2877;89;76;106;Sinan;x
2878;116;242;70;Yeongam;x
2879;77;78;27;Muan;x
2880;211;30;101;Gochang;x
2881;37;66;111;Suncheon;x
2882;159;129;209;Namwon;x
2883;246;206;116;Sancheong;x
2884;132;250;147;Jinju;x
2885;98;194;184;Goryeong;x
2886;180;76;204;Ulsan;x
2887;196;220;24;Pohang;x
2888;165;121;153;Taegu;x
2889;62;239;155;Sangju;x
2890;52;80;9;Danyang;x
2891;185;27;17;Uljin;x
2892;80;35;107;Icheon;x
2893;116;80;217;Cheongju;x
2894;113;112;175;Jincheon;x
2895;240;145;229;Seosan;x
2896;232;5;49;Gangneung;x
2897;78;226;125;Sokcho;x
2898;152;59;13;Wonju;x
2899;78;220;6;Chuncheon;x
2900;142;138;95;Seoul;x
2901;240;225;183;Suwon;x
2902;183;113;30;Ongjin;x
2903;23;89;185;Ganghwaseo;x
2904;17;225;47;Kaesong;x
2905;202;208;168;Haeju;x
2906;72;113;45;Pyongsan;x
2907;163;56;109;Pyonggang;x
2908;194;180;40;Wonsan;x
2909;10;43;143;Ongjin_2;x
2910;119;194;85;Songhwa;x
2911;80;176;209;Sariwon;x
2912;183;160;62;Koksan;x
2913;241;140;40;Kumya;x
2914;72;0;237;Nampo;x
2915;158;49;24;Pyongyang;x
2916;204;77;77;Kangdong;x
2917;136;100;255;Hamhung;x
2918;92;244;183;Tokchon;x
2919;235;47;164;Kaechon;x
2920;63;69;9;Hongwon;x
2921;155;191;86;Rangrim;x
2922;198;177;6;Huichon;x
2923;92;33;18;Sakchu;x
2924;23;58;95;Cholsan;x
2925;104;194;135;Wiwon;x
2926;178;96;229;Chasong;x
2927;20;41;93;Samjiyon;x
2928;127;29;239;Kimchaek;x
2929;103;13;167;Kilju;x
2930;40;167;184;Musan;x
2931;81;140;249;Chongjin;x
2932;140;241;127;Hoeryong;x
2933;175;171;37;Rason;x
2934;135;39;43;Pakse;x
2935;216;125;130;Attapu;x
2936;151;217;221;Sekong;x
2937;81;44;79;Salavan;x
2938;152;81;219;Bang Nouan;x
2939;177;195;216;Dong Phou Vieng;x
2940;163;217;174;Mouang Champhon;x
2941;177;195;105;Nam Theun;x
2942;163;217;85;Savannakhet;x
2943;140;132;255;Viengthong;x
2944;255;145;170;Borikham;x
2945;130;255;252;Xieng Khouang;x
2946;255;191;114;Xaysomboun;x
2947;89;108;255;Vang Vieng;x
2948;43;155;88;Luang Prabang;x
2949;255;112;233;Sainyaburi;x
2950;255;96;120;Oudomxai;x
2951;51;86;38;Louang Namtha;x
2952;24;41;63;Muang Sing;x
2953;24;20;151;Nam Bak;x
2954;153;119;114;Phongsali;x
2955;24;66;78;Souanteng;x
2956;56;221;61;Gunsan;x
2957;150;255;171;Ban Houaylin;x
2958;193;176;129;Phonsavan;x
2959;93;137;27;Houayxay;x
2960;117;155;60;Muang Ngeun;x
2961;196;201;198;Khasan;x
2962;65;86;24;Andreyevka;x
2963;57;177;139;Ussuriysk;x
2964;149;115;43;Kiparisovo;x
2965;125;155;189;Kamen-Rybolov;x
2966;175;122;54;Barabash-Levada;x
2967;204;47;93;Novokachalinsk;x
2968;69;136;181;Vladivostok;x
2969;44;110;132;Turiy Rog;x
2970;23;92;24;Chkalovskoe;x
2971;67;223;244;Nakhodka;x
2972;39;195;139;Preobrazheniye;x
2973;22;1;128;Yablonovka;x
2974;14;169;183;Lesozavodsk;x
2975;181;77;7;Bogolyubovka;x
2976;243;72;95;Dalnerechensk;x
2977;64;6;120;Rudnaya Pristan;x
2978;59;146;130;Amgu;x
2979;15;194;130;Vostok;x
2980;17;178;102;Bikin;x
2981;200;253;184;Svetlaya;x
2982;27;201;223;Lermontovskoye;x
2983;244;189;29;Agzu;x
2984;199;230;161;Vyazemsky;x
2985;27;52;168;Sovetskaya Gavan;x
2986;124;179;53;Troitskoye;x
2987;144;44;118;Khabarovsk;x
2988;118;73;60;Litovko;x
2989;97;182;138;Pobeda;x
2990;44;53;122;Birobidzhan;x
2991;34;24;45;Bashmak;x
2992;142;8;76;Tyrma;x
2993;187;34;52;Novopokrovka;x
2994;183;134;160;Talakan;x
2995;0;28;254;Blagoveshchensk;x
2996;104;175;44;Moklakan;x
2997;217;192;98;Yerofey Pavlovich;x
2998;213;234;94;Gazimursky Zavod;x
2999;44;15;26;Nerchinsky Zavod;x
3000;244;33;4;Nerchinsk;x
3001;243;71;85;Balei;x
3002;247;100;86;Krasnokamensk;x
3003;184;5;64;Karymskoe;x
3004;185;157;247;Nizhniy Tsasuchey;x
3005;47;215;143;Aksha;x
3006;133;175;137;Kyra;x
3007;197;102;10;Deshulan;x
3008;163;5;132;Semiozerye;x
3009;10;142;188;Anagustay;x
3010;249;120;169;Polkanovo;x
3011;178;201;3;Petropavlovka;x
3012;50;110;16;Mukhorshibir;x
3013;147;75;174;Zhargalanta;x
3014;72;10;237;Khorinsk;x
3015;98;243;248;Kika;x
3016;136;13;229;Argada;x
3017;18;171;43;Kurort Baunt;x
3018;59;181;84;Novy Uoyan;x
3019;234;132;77;Arshan;x
3020;53;43;17;Kemoua;x
3021;69;83;128;Zavodskoy;x
3022;1;144;37;Nikolayevka;x
3023;95;113;172;Tuguegarao;x
3024;166;48;16;Laoag;x
3025;13;4;143;Aparri;x
3026;55;125;96;Dilasag;x
3027;214;52;205;Santiago_2;x
3028;74;65;59;San Fernando;x
3029;56;6;231;Burdeos;x
3030;157;13;231;Nueva Ecija;x
3031;140;158;89;Pangasinan;x
3032;185;125;220;Manila;x
3033;131;171;251;Olongapo;x
3034;153;23;60;Catanauan;x
3035;116;32;66;Marinduque;x
3036;22;75;179;Batangas;x
3037;90;24;31;Daet;x
3038;235;230;75;Paranas;x
3039;28;211;126;Catanduanes;x
3040;232;45;220;Sorsogon;x
3041;25;41;243;Legazpi;x
3042;166;136;88;Masbate;x
3043;41;91;141;Looc;x
3044;20;103;45;Roxas;x
3045;227;169;220;Victoria;x
3046;86;72;92;Paluan;x
3047;127;6;176;Estancia;x
3048;195;233;116;Kalibo;x
3049;113;60;209;Iloilo;x
3050;164;33;36;San Jose;x
3051;4;195;226;Coron;x
3052;185;248;18;El Nido;x
3053;235;240;173;San Vicente;x
3054;244;226;22;Puerto Princesa;x
3055;160;180;7;Narra;x
3056;31;210;169;Bataraza;x
3057;182;104;142;Balabac;x
3058;233;140;105;Mapun;x
3059;140;152;193;Bayanjargalan;x
3060;235;85;216;Yeruu;x
3061;207;160;28;Gurvansaikhan;x
3062;174;150;47;Bayankhutag;x
3063;238;66;11;Sainshand;x
3064;67;239;64;Dalanzadgad;x
3065;221;95;204;Hohhot;x
3066;105;177;39;Chinggis;x
3067;214;225;244;Tamusubulage Sumu;x
3068;207;210;238;Jinchang;x
3069;15;19;82;Bayannur;x
3070;143;133;158;Badaixiang;x
3071;183;206;95;Ulanqab;x
3072;49;206;181;Sanggendalaizhen;x
3073;95;33;149;Xilingol;x
3074;197;42;246;Gaorihanzhen;x
3075;91;85;231;Hailitucun;x
3076;222;158;59;Erdenetsagaan;x
3077;183;22;228;Choibalsan;x
3078;240;76;57;Xin Barag Youqi;x
3079;133;5;169;Nurenhua;x
3080;71;126;134;Xiaochengzi;x
3081;113;236;149;Chifeng;x
3082;161;86;166;Aohan;x
3083;66;122;92;Baijiazhangzicun;x
3084;86;52;93;Huludao;x
3085;166;52;93;Chaoyang;x
3086;81;23;62;Xijiecun;x
3087;81;255;32;Gujiazi;x
3088;219;175;161;Xiaojiacun;x
3089;81;64;32;Caozhuangzhen;x
3090;42;223;0;Zhangwu;x
3091;179;218;237;Tongliao;x
3092;196;156;229;Xingfutun;x
3093;34;224;58;Wuchagouzhen;x
3094;48;77;144;Chen Barag Qi;x
3095;174;58;14;Dalian;x
3096;132;156;179;Xinnongcun;x
3097;72;82;152;Jiangjiatun;x
3098;157;255;32;Shimiaozizhen;x
3099;218;20;36;Yingkou;x
3100;196;165;63;Ganwangzhen;x
3101;205;202;205;Dabaoxiang;x
3102;0;60;191;Benxi Manchu;x
3103;152;82;102;Fushun;x
3104;205;102;103;Shenyang;x
3105;205;192;158;Huanren;x
3106;138;123;67;Gongzhutunzhen;x
3107;205;110;158;Kaiyuan;x
3108;82;34;67;Chengdongcun;x
3109;207;255;159;Tonghua;x
3110;115;229;165;Qianshuangjingzhen;x
3111;92;188;133;Gongzhuling;x
3112;53;44;100;Yitong;x
3113;0;255;239;Baishan;x
3114;38;253;209;Changbai;x
3115;0;191;74;Fusong;x
3116;215;127;148;Hebeicun;x
3117;169;208;215;Liaoyuan;x
3118;248;32;255;Siping;x
3119;37;72;177;Majiatun;x
3120;215;195;192;Badaohezizhen;x
3121;183;243;165;Changchun;x
3122;34;145;107;Yanbian;x
3123;61;0;108;Hunchun;x
3124;150;53;57;Chunhuazhen;x
3125;46;15;16;Qianjin;x
3126;180;126;13;Mahexiang;x
3127;45;22;66;Qiaotouzhen;x
3128;251;148;13;Xixiaotun;x
3129;208;18;0;Xinghuacun;x
3130;98;223;233;Shuangcheng;x
3131;121;239;218;Liaoyuanxiang;x
3132;255;108;222;Qiqihar;x
3133;108;210;145;Sanlidicun;x
3134;5;215;109;Changqingcun;x
3135;158;141;95;Yongchangcun;x
3136;21;60;60;Changhetun;x
3137;194;102;42;Harbin;x
3138;241;185;0;Daqing;x
3139;195;154;252;Suihua;x
3140;215;235;191;Tonghe;x
3141;47;71;224;Dongfanghongcun;x
3142;6;0;191;Liangzhongchangcun;x
3143;115;154;150;Raohe;x
3144;129;186;100;Xikazitun;x
3145;129;158;40;Anlecun;x
3146;35;52;3;Baoqing;x
3147;191;31;0;Erlongshanzhen;x
3148;200;106;48;Shuangyashan;x
3149;229;208;179;Guoyuan;x
3150;213;115;230;Chaoyang Yizu;x
3151;255;79;203;Jianshecun;x
3152;191;158;140;Hegang;x
3153;81;82;124;Jidong;x
3154;48;170;217;Xingnongzhen;x
3155;81;156;73;Mufan;x
3156;95;33;46;Wuyiling;x
3157;107;9;135;Yongsheng;x
3158;187;225;22;Lilintun;x
3159;68;146;164;Baiyunxiang;x
3160;157;197;207;Beijiangxiang;x
3161;100;92;66;Hexi;x
3162;156;0;146;Ershilituncun;x
3163;201;253;149;Deliqierxiang;x
3164;124;58;208;Xiaodongtun;x
3165;35;98;182;Hongxing;x
3166;67;113;39;Manguizhen;x
3167;255;221;124;Mohe;x
3168;165;72;143;Qiqian;x
3169;24;76;6;Enhexiang;x
3170;113;107;138;Ergun;x
3171;138;29;4;Genhe;x
3172;28;94;94;Famingcun;x
3173;83;107;132;Xuwen;x
3174;79;47;28;Zhanjiang;x
3175;158;107;251;Maoming;x
3176;100;142;62;Youhang;x
3177;61;46;51;Luoding;x
3178;140;0;255;Yangjiang;x
3179;127;255;140;Hailing;x
3180;100;73;13;Enping;x
3181;155;173;11;Zhuhai;x
3182;140;213;176;Xinxing;x
3183;67;73;25;Yunan;x
3184;159;105;25;Taipingzhen;x
3185;163;33;74;Zhaoping;x
3186;85;169;99;Guangzhou;x
3187;59;47;70;Dongguan;x
3188;4;24;59;Hetaizhen;x
3189;159;163;231;Hezhou;x
3190;159;92;69;Huaiji;x
3191;15;129;95;Zhongshan;x
3192;115;112;15;Hedong;x
3193;54;35;15;Youzhaxia;x
3194;42;59;138;Qingyuan;x
3195;150;100;74;Shenzhen;x
3196;241;219;63;Macao;x
3197;211;255;127;Hengqinzhen;x
3198;211;64;155;Tung Chung;x
3199;173;0;43;Hong Kong;x
3200;169;105;133;Tianxin;x
3201;79;143;118;Tieyongzhen;x
3202;79;72;178;Shanwei;x
3203;223;58;0;Zijin;x
3204;158;47;118;Heyuan;x
3205;24;87;87;Beihai;x
3206;206;226;38;Qinzhou;x
3207;219;46;28;Guigang;x
3208;226;245;113;Tongyou Mugen;x
3209;74;232;197;Laibin;x
3210;7;182;94;Nanning;x
3211;186;119;178;Xingcheng;x
3212;255;246;11;Baise;x
3213;212;222;236;Tiandeng;x
3214;233;105;63;Naqinxiang;x
3215;30;120;38;Fangchenggang;x
3216;188;240;106;Ningming;x
3217;243;153;8;Guokao;x
3218;77;102;147;Napo;x
3219;229;232;191;Pingba;x
3220;14;160;110;Polie;x
3221;110;216;169;Lalai;x
3222;62;197;166;Xiapo;x
3223;228;235;80;Antaixiang;x
3224;86;51;14;Jinjixiang;x
3225;253;30;102;Fushizhen;x
3226;147;139;220;Yangshuo;x
3227;155;178;74;Guilin;x
3228;200;179;50;Quanzhou;x
3229;65;16;23;Xilingcun;x
3230;236;129;36;Zoumaxiang;x
3231;246;218;63;Hezhou_2;x
3232;161;63;201;Shangba;x
3233;192;26;139;Laoyanpeng;x
3234;50;135;168;Baduxiang;x
3235;175;150;59;Zubiexiang;x
3236;121;89;169;Longlin;x
3237;77;73;131;Funing;x
3238;156;138;128;Nafu;x
3239;185;37;45;Wenshan;x
3240;182;27;225;Honghe;x
3241;185;59;1;Gaoliangxiang;x
3242;79;9;25;Kunming;x
3243;103;235;255;Shiqiao;x
3244;10;209;12;Qimabaxiang;x
3245;142;3;135;Shuangbai;x
3246;166;75;210;Ximeng;x
3247;31;17;6;Xishuangbanna;x
3248;158;196;250;Shuangjiang;x
3249;175;186;85;Menglian;x
3250;183;178;233;Zuosuocun;x
3251;200;181;218;Baoshan;x
3252;134;100;134;Nanjian;x
3253;105;38;235;Shalexiang;x
3254;121;242;217;Binchuan;x
3255;207;237;207;Shenglicun;x
3256;89;51;253;Lijiang;x
3257;111;63;67;Lanping;x
3258;129;27;142;Gongshan;x
3259;108;163;158;Diqing;x
3260;84;154;220;Xundian;x
3261;59;138;36;Zhaotong;x
3262;171;175;44;Qujing;x
3263;23;179;132;Qianxinan;x
3264;39;130;227;Ceheng;x
3265;210;79;0;Anshun;x
3266;193;83;96;Qiboxiang;x
3267;11;219;240;Huishui;x
3268;33;193;61;Weining;x
3269;228;51;165;Bijie;x
3270;26;2;201;Guiyang;x
3271;73;207;71;Longli;x
3272;175;59;19;Qiannan;x
3273;198;83;59;Dushan;x
3274;114;196;5;Rongjiang;x
3275;16;184;161;Fulu Dongzhai;x
3276;218;86;157;Jinping;x
3277;92;192;244;Maoliping;x
3278;94;109;135;Guiding;x
3279;44;174;110;Zunyi;x
3280;63;8;39;Xishui;x
3281;90;12;59;Suiyang;x
3282;187;74;235;Fenggang;x
